Track,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
…BABY One More Time,1999,211000,4,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,82,Pop
Ebony Eyes,1978,212000,4,0.698,0.676,11,-11.717,1,0.0277,0.0101,2.57e-05,0.112,0.961,116.486,48,Pop
I'll Be Home On Tuesday - Take 2,2004,205573,4,0.691,0.492,0,-10.295,1,0.0352,0.00948,0.884,0.0724,0.839,131.746,37,Blues
Nice And Slow,1998,224000,4,0.712,0.753,5,-6.646,0,0.0392,0.0166,0.000464,0.115,0.678,76.989,41,Pop
"Right Here,Right Now",1991,189000,4,0.657,0.608,2,-13.565,1,0.0287,0.0088,3.45e-06,0.103,0.723,106.862,56,Pop
War Inside My Head,1987,230640,4,0.356,0.943,2,-9.191,1,0.0887,0.00901,0.0,0.372,0.317,89.789,47,Metal
Banana Splits (The Tra La La Song) [as heard in the movie Kick Ass],1980,102150,4,0.441,0.956,9,-4.547,1,0.104,0.0421,2.32e-05,0.325,0.874,108.538,26,Punk
The Song Remains the Same - Remaster,1973,329000,4,0.255,0.815,7,-8.197,1,0.0545,0.0747,0.471,0.227,0.699,144.549,52,Rock
Brownie Speaks,1954,229493,4,0.613,0.73,10,-6.553,1,0.0348,0.706,0.0183,0.0928,0.915,125.446,9,Jazz
Trouble,1981,272000,4,0.548,0.435,4,-10.5,0,0.0396,0.118,2.16e-06,0.137,0.854,115.315,17,Rock
We’re In This Love Together,1981,226000,4,0.597,0.323,5,-15.648,1,0.0495,0.564,2.33e-05,0.628,0.627,79.398,10,Pop
Don’t Bring Me Down,1979,196000,4,0.53,0.789,10,-5.662,1,0.046,0.357,0.0836,0.121,0.784,116.82,40,Pop
Stand Back,1983,297000,4,0.638,0.783,11,-9.455,0,0.0435,0.00736,0.0447,0.0381,0.637,115.269,57,Pop
Tell Me What You Want Me To Do,1992,256000,4,0.609,0.551,6,-7.93,1,0.0291,0.0233,0.0,0.234,0.512,127.956,47,Pop
True Faith,1987,355066,4,0.589,0.784,0,-13.037,1,0.0312,0.175,0.0767,0.132,0.941,116.981,58,Alt. Rock
Energy Drink,2018,303777,4,0.817,0.927,7,-4.119,0,0.22,0.0477,0.0563,0.102,0.443,128.029,44,EDM
What About Love,1985,221000,4,0.245,0.63,2,-7.065,0,0.038,0.29,0.0,0.323,0.3,160.652,61,Pop
Born To Boogie,1987,164653,4,0.573,0.94,9,-4.486,1,0.0359,0.0848,1.35e-05,0.154,0.878,90.286,45,Country
Feel Free,2019,252307,4,0.627,0.791,11,-5.479,0,0.154,0.112,0.0881,0.111,0.0605,156.038,35,EDM
I Wish,1995,250000,4,0.445,0.492,6,-5.717,1,0.0294,0.036,0.0,0.122,0.24,148.013,68,Pop
Tin Soldiers,1980,287266,4,0.267,0.775,9,-10.654,1,0.0711,0.000657,9.84e-05,0.141,0.341,174.546,31,Punk
Waltz For Debby,1962,312426,4,0.478,0.314,2,-9.992,0,0.0389,0.732,2.85e-05,0.102,0.437,79.487,34,Jazz
Freak Like Me,1995,253000,4,0.655,0.837,11,-6.04,0,0.0723,0.0262,5.85e-06,0.0454,0.66,91.014,58,Pop
I Found Someone,1988,221000,4,0.568,0.224,6,-15.069,1,0.0296,0.677,0.0,0.127,0.0709,138.964,62,Pop
Walk Like A Man,1963,137000,4,0.681,0.64,3,-10.364,1,0.0346,0.605,0.0,0.0641,0.966,117.884,59,Pop
My Funny Valentine,1956,235200,4,0.188,0.192,7,-14.204,0,0.0339,0.942,9.53e-06,0.166,0.145,86.169,44,Jazz
Falling off the Edge of the World - Live from Radio City Music Hall,2007,344946,4,0.219,0.857,2,-7.931,0,0.0669,0.00044,0.105,0.606,0.208,147.876,10,Metal
I've Got to Be Free (2015 - Remaster),1977,245000,4,0.384,0.851,1,-4.104,1,0.0954,0.0056,0.000324,0.0618,0.775,148.667,25,Rock
Warning,1983,168853,4,0.321,0.967,9,-4.554,1,0.136,0.00154,0.00483,0.321,0.31,128.013,21,Punk
Built for Comfort,1968,297586,3,0.553,0.355,7,-9.432,1,0.0437,0.75,1.44e-05,0.103,0.329,140.702,7,Blues
No Spoken Word,1985,254000,4,0.632,0.624,9,-13.379,0,0.0312,0.0509,1.08e-06,0.123,0.46,130.873,25,Rock
My Baby Left Me - Remastered 2003,1950,141266,4,0.788,0.526,2,-11.888,1,0.0482,0.81,0.0,0.0975,0.843,108.29,26,Blues
Return Of The Mack,1997,213000,4,0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487,77,Pop
The Drapery Falls,2001,652040,3,0.103,0.859,7,-6.107,1,0.0803,0.000339,0.168,0.0974,0.306,186.415,42,Metal
We Can’t Be Friends,1999,222000,4,0.582,0.285,5,-8.632,1,0.0352,0.855,0.0,0.0797,0.362,115.857,56,Pop
Stupid Girl - Remastered 2015,1996,258533,4,0.634,0.756,1,-4.81,0,0.0332,0.00251,0.000441,0.0427,0.661,119.948,51,Alt. Rock
Heat Wave,1963,238000,4,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,88,Pop
Coward Of The County,1979,258733,4,0.652,0.433,7,-12.843,1,0.0588,0.134,7.37e-06,0.146,0.675,91.471,64,Country
Higher Ground,1973,222600,4,0.716,0.85,8,-9.949,1,0.0426,0.0631,0.00133,0.189,0.821,125.474,65,R&B
Set U Free,1996,193000,4,0.793,0.701,2,-4.764,1,0.0428,0.00544,0.0,0.164,0.62,123.964,45,Pop
Everybody's Blues,1962,256106,4,0.5,0.202,8,-15.274,1,0.0398,0.853,0.154,0.109,0.244,77.577,0,Jazz
Soon As I Get Home,1996,324000,4,0.652,0.498,11,-6.2,1,0.0413,0.519,0.0,0.149,0.336,120.141,58,Pop
Butterfly,2011,258000,4,0.32,0.624,8,-5.115,1,0.0321,0.00231,0.17,0.0851,0.0392,140.007,38,EDM
Grinnin' In Your Face,1965,116839,1,0.487,0.651,10,-10.824,0,0.741,0.956,4.08e-06,0.833,0.652,101.651,27,Blues
Passion,1981,298000,4,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,82,Pop
Dawn (GO Away),1964,167000,4,0.638,0.605,9,-6.14,1,0.0352,0.551,0.0,0.101,0.869,133.748,40,Pop
Holding Back The Years,1986,269000,4,0.71,0.514,9,-8.885,0,0.0278,0.58,0.000159,0.0953,0.517,86.02,69,Pop
One Bad Apple,1971,164000,4,0.6,0.567,0,-7.163,1,0.0398,0.382,0.0,0.213,0.92,101.041,36,Pop
Midnight Confessions,1968,164000,4,0.705,0.751,6,-7.08,1,0.0441,0.00297,0.000271,0.105,0.794,134.954,48,Pop
That’s The Way (I Like It),1976,183000,4,0.685,0.919,5,-9.046,0,0.0395,0.161,0.125,0.35,0.904,108.685,20,Pop
American Idiot,2004,176346,4,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,80,Alt. Rock
Dear John - Remastered 2003,1982,213000,4,0.527,0.847,7,-9.899,1,0.0298,0.0245,0.000782,0.155,0.964,169.721,18,Rock
Hardly Getting over It,1985,366933,4,0.326,0.668,7,-13.801,1,0.0449,0.0211,0.893,0.0884,0.419,178.742,24,Punk
I Feel So Bad,1958,173040,4,0.479,0.42,10,-11.542,1,0.048,0.767,0.0014,0.121,0.902,177.661,14,R&B
When The Angels Sing,2004,254106,4,0.46,0.924,5,-3.569,1,0.0383,2.42e-05,0.00161,0.233,0.449,122.936,36,Alt. Rock
Dead & Bloated - 2017 Remaster,1992,310080,4,0.574,0.862,7,-6.449,1,0.0601,0.000971,0.0,0.0923,0.594,122.993,54,Metal
Doin' Time,1996,253840,4,0.708,0.757,7,-5.121,1,0.0791,0.0362,0.0,0.17,0.552,80.976,70,Alt. Rock
Family Tradition,1979,242960,4,0.66,0.523,4,-12.068,1,0.0608,0.0238,0.0,0.142,0.794,126.342,68,Country
The Hurdy Gurdy Man,1996,239026,4,0.378,0.746,0,-6.411,1,0.0457,0.0252,0.0,0.115,0.667,173.769,32,Punk
Make Me Lose Control,1988,285000,4,0.724,0.619,4,-9.074,1,0.0242,0.0728,0.0,0.205,0.746,109.029,55,Pop
Schism,2001,403533,3,0.567,0.714,9,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,69,Metal
We Don't Need Another Hero (Thunderdome),1985,255186,4,0.69,0.674,8,-5.866,0,0.0471,0.201,0.00612,0.114,0.713,98.851,64,R&B
Raindrops Keep Fallin’ On My Head,1970,180000,4,0.598,0.484,5,-9.663,1,0.0718,0.861,0.018,0.114,0.513,109.321,63,Pop
Stop! In The Name Of Love,1965,173226,4,0.651,0.751,0,-1.107,1,0.0303,0.638,0.0,0.127,0.534,114.924,19,R&B
1979,1995,263573,4,0.768,0.782,3,-10.231,1,0.033,0.021,0.683,0.0802,0.964,127.042,56,Alt. Rock
Family Affair - Single Version,1971,185533,4,0.819,0.605,2,-13.83,0,0.132,0.669,0.0163,0.199,0.797,108.892,51,R&B
I Love the Night,1977,263000,4,0.487,0.488,0,-11.418,1,0.0262,0.00109,0.000671,0.541,0.183,134.62,40,Metal
Chevrolet,1978,201000,4,0.55,0.699,7,-10.451,1,0.0565,0.0292,0.0232,0.327,0.35,101.255,16,Rock
Trust No Man,1926,187666,4,0.496,0.143,10,-17.133,1,0.0644,0.996,0.888,0.141,0.523,82.522,7,Blues
People Get Ready,1965,159320,3,0.433,0.353,6,-9.196,1,0.0315,0.577,0.000289,0.146,0.321,143.082,27,R&B
Honey Bucket,1993,181146,4,0.414,0.892,2,-10.722,1,0.0523,5.31e-06,0.346,0.345,0.594,88.064,51,Punk
Prom Queen,2016,217400,4,0.512,0.876,7,-4.833,1,0.0621,3.57e-05,2.54e-05,0.17,0.383,144.036,38,Rap
Turn The Beat Around,1994,233000,4,0.735,0.804,6,-6.476,0,0.0347,0.0145,0.0,0.0716,0.539,130.018,42,Pop
Rawhide,1951,151146,4,0.514,0.827,1,-7.244,1,0.153,0.475,0.634,0.463,0.903,87.976,11,Country
One More Dance (with Alida),2019,145320,3,0.726,0.759,9,-5.107,0,0.0428,0.164,0.000448,0.0891,0.56,123.923,48,EDM
Goodbye Earl,1999,258640,4,0.705,0.7,0,-7.38,1,0.0295,0.0192,0.0,0.0755,0.765,122.841,63,Country
If I Were A Carpenter,1966,180000,4,0.477,0.366,7,-13.227,1,0.0434,0.542,0.00586,0.181,0.689,88.179,47,Pop
Subway Train,1973,260226,4,0.337,0.708,2,-9.738,1,0.0329,0.00444,0.000184,0.163,0.664,125.163,29,Punk
Walk Right In,1963,157000,4,0.681,0.66,3,-10.426,1,0.0319,0.791,0.0364,0.0669,0.965,130.019,44,Pop
Bloody Canvas,2020,265404,4,0.772,0.48,6,-11.392,0,0.46,0.242,0.0,0.0975,0.339,91.047,52,Rap
Strange Fruit,1939,192866,1,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,53,Jazz
Before The Next Teardrop Falls,1975,149000,4,0.778,0.307,10,-9.356,1,0.0341,0.892,0.000287,0.0985,0.699,92.299,52,Pop
The Writing On The Wall,1961,272000,3,0.316,0.505,1,-9.047,0,0.0456,0.365,0.0,0.237,0.459,204.479,62,Pop
Just What I Needed,1978,225626,4,0.62,0.579,4,-9.307,1,0.0473,0.0152,6.4e-05,0.0858,0.691,127.215,70,Alt. Rock
Wheels,1961,148600,4,0.703,0.269,9,-17.2,1,0.052,0.733,0.924,0.0978,0.927,113.796,15,Country
Slippin',1998,305466,4,0.552,0.576,10,-8.061,0,0.387,0.0421,0.0,0.933,0.56,88.712,58,Rap
Rock Your Baby,1974,200000,4,0.594,0.906,1,-5.536,1,0.0594,0.169,0.00122,0.0778,0.892,104.411,50,Pop
3005,2013,234215,4,0.664,0.447,6,-7.272,0,0.289,0.112,0.0,0.091,0.659,83.138,78,Rap
You're My Best Friend,1975,169560,4,0.553,0.211,1,-15.603,1,0.029,0.924,0.000421,0.117,0.331,130.071,55,Country
The One I Love,1987,198000,4,0.515,0.656,2,-12.202,1,0.0296,0.000904,4.35e-06,0.135,0.769,127.707,51,Alt. Rock
A Child Is Born,1963,200240,3,0.471,0.055,5,-20.665,1,0.0381,0.976,0.801,0.134,0.103,68.324,0,Jazz
Edge of Thorns,1993,355893,4,0.312,0.675,7,-10.077,1,0.0436,0.00294,0.000147,0.249,0.258,93.153,29,Metal
Strike of the Beast,1985,237026,4,0.266,0.963,4,-5.366,0,0.164,7.36e-05,0.000119,0.412,0.174,93.499,39,Metal
Faithful,1993,266000,4,0.419,0.603,11,-5.63,1,0.0284,0.215,0.0,0.0997,0.232,129.538,68,Pop
Wonderwall - Remastered,1995,258773,4,0.375,0.893,2,-4.097,1,0.0406,0.000509,0.0,0.187,0.434,174.323,78,Alt. Rock
Oleo - Instrumental,1972,308040,3,0.508,0.125,10,-25.957,0,0.0416,0.987,0.95,0.102,0.598,126.373,16,Jazz
Bright Moments Song,1973,607066,4,0.44,0.339,7,-14.843,1,0.0783,0.518,0.00389,0.692,0.561,145.163,6,Jazz
Only If You Want It,1993,183333,4,0.79,0.846,7,-5.657,1,0.138,0.000693,0.0,0.135,0.46,94.37,49,Rap
As Long As I'm Alive,1990,276000,4,0.576,0.494,2,-10.292,1,0.0274,0.186,3.74e-06,0.309,0.341,131.909,20,Rock
Clean Up Woman,1972,169000,4,0.865,0.652,5,-9.046,1,0.143,0.566,0.000919,0.0833,0.829,90.081,54,Pop
Send Me An Angel,1990,273000,3,0.153,0.417,1,-11.587,1,0.0318,0.434,0.000622,0.211,0.166,80.87,70,Metal
I Touch Myself,1991,227000,4,0.66,0.711,5,-10.211,1,0.0334,0.181,7.47e-06,0.0647,0.726,109.328,62,Pop
What We Hate,2000,146266,4,0.352,0.989,0,-3.017,1,0.084,0.136,2.01e-06,0.531,0.488,136.964,26,Punk
I Want To Know What Love Is,1985,304000,4,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,80,Pop
Need U,2016,219520,4,0.713,0.705,10,-6.478,1,0.0999,0.292,0.000359,0.126,0.47,114.994,35,EDM
Between the Sheets,1983,340013,4,0.719,0.377,9,-12.585,0,0.0974,0.661,0.0,0.0902,0.575,83.919,60,R&B
Love Vigilantes - 2015 Remaster,1985,259306,4,0.548,0.894,7,-5.988,1,0.0349,0.00702,6.29e-06,0.081,0.8,136.12,46,Alt. Rock
Search For The New Land - Remastered 2000/Rudy Van Gelder Edition,1966,945493,4,0.368,0.374,5,-12.846,0,0.0374,0.785,0.00997,0.122,0.317,92.93,22,Jazz
A Country Boy Can Survive,1981,255000,4,0.688,0.459,7,-9.353,1,0.0365,0.144,0.0,0.0816,0.493,75.184,65,Country
I'm the One,1978,224000,4,0.31,0.98,1,-5.691,1,0.197,0.0152,1.19e-06,0.192,0.237,114.041,48,Rock
Bustin' Out (On Funk),1979,232626,4,0.726,0.698,9,-9.761,1,0.109,0.181,1.04e-06,0.227,0.882,102.955,40,R&B
Runaways,2012,243786,4,0.409,0.837,1,-4.043,1,0.0406,0.00116,0.00651,0.0855,0.199,121.757,58,Alt. Rock
Power Of Love/Love Power,1991,234000,4,0.768,0.828,5,-5.109,1,0.0313,0.0964,2.85e-05,0.097,0.961,118.777,75,Pop
Don't Tell Me,1995,356000,4,0.637,0.795,6,-4.691,0,0.0272,0.00516,2.7e-05,0.0848,0.658,105.96,44,Rock
15 Years,1985,232000,4,0.694,0.36,9,-16.17,1,0.0305,0.00454,0.00328,0.365,0.595,115.962,11,Rock
When You Say Nothing at All,1988,223733,4,0.666,0.296,3,-15.412,1,0.0247,0.691,3.82e-06,0.0552,0.393,80.007,61,Country
Margaritaville,1977,250000,4,0.801,0.545,2,-13.637,1,0.0357,0.709,0.00176,0.104,0.862,124.941,71,Pop
WTF (Where They From) [feat. Pharrell Williams],2015,192772,4,0.932,0.819,8,-3.484,0,0.203,0.0181,6.81e-06,0.0577,0.556,119.941,48,Rap
Bop-Ting-A-Ling,1956,185506,4,0.576,0.289,5,-10.669,1,0.0748,0.84,0.0,0.543,0.891,76.703,16,R&B
Charlie Brown Theme / Charlie Brown Theme (Minor Theme)/ Graveyard Theme (Reprise),1965,44430,4,0.593,0.273,3,-11.222,1,0.192,0.965,0.0935,0.101,0.0729,79.822,33,Jazz
The Moon Is Full,1986,303146,4,0.613,0.713,8,-9.107,1,0.0543,0.0535,0.0155,0.0537,0.91,91.648,22,Blues
Witching Hour,1984,220026,4,0.131,0.916,1,-10.552,1,0.0761,0.00276,0.286,0.173,0.0349,145.95,34,Metal
Mornin',1983,258399,4,0.58,0.464,2,-13.252,1,0.0339,0.19,3e-05,0.263,0.563,89.775,54,Jazz
Maggie May/Reason To Believe,1971,350000,4,0.566,0.585,2,-8.733,1,0.0362,0.721,0.517,0.0911,0.567,129.475,7,Pop
Vermilion,2004,316666,3,0.219,0.989,11,-2.962,0,0.16,0.00421,0.0156,0.375,0.149,168.069,64,Metal
Mr. Telephone Man,1984,239160,4,0.727,0.45,2,-13.32,1,0.0291,0.127,0.0,0.0544,0.895,94.039,63,R&B
Silent Running (ON Dangerous Ground),1986,389000,4,0.385,0.506,7,-8.617,1,0.0361,0.0931,8.85e-05,0.11,0.0771,130.924,20,Pop
I’d Really Love To See You Tonight,1976,159000,4,0.62,0.556,5,-12.044,1,0.0336,0.184,0.0,0.301,0.591,119.17,19,Pop
American Soldier,2003,263333,4,0.565,0.541,9,-8.427,1,0.0376,0.193,3.54e-06,0.0582,0.225,82.006,59,Country
Highway 40 Blues,1984,188893,4,0.653,0.657,4,-11.966,1,0.0316,0.0582,0.00139,0.349,0.96,117.972,39,Country
Fever,1966,172000,4,0.6,0.713,6,-5.079,0,0.0592,0.0642,0.0,0.142,0.471,72.999,73,Pop
Great British Mistake,1978,228106,4,0.154,0.984,7,-6.573,1,0.135,0.0164,0.0077,0.247,0.308,168.703,17,Punk
Half Past Late,1987,473693,4,0.577,0.291,4,-14.55,0,0.0363,0.766,0.666,0.0725,0.596,149.732,12,Jazz
Stone Crazy,1961,431853,3,0.447,0.464,2,-11.622,1,0.12,0.807,0.000118,0.249,0.62,175.465,46,Blues
I Don't Remember Loving You,1982,221906,4,0.541,0.834,2,-7.831,1,0.0997,0.202,3.23e-06,0.976,0.532,83.979,27,Country
She Believes In Me,1979,258000,4,0.32,0.412,10,-12.472,1,0.0311,0.484,5.02e-06,0.346,0.316,142.779,62,Pop
The Shoop Shoop Song (IT’S In His Kiss),1964,170000,4,0.678,0.61,0,-10.509,1,0.0306,0.467,0.0,0.397,0.919,117.04,65,Pop
Little Jeannie,1980,313000,4,0.616,0.444,10,-14.224,1,0.0276,0.461,0.000115,0.0847,0.763,143.805,55,Pop
Phantom of the Opera,1980,441000,4,0.319,0.952,4,-5.315,0,0.0723,6.26e-05,0.155,0.925,0.228,109.291,42,Metal
Somebody’s Watching Me,1984,293000,4,0.791,0.62,1,-6.204,0,0.0344,0.124,4.18e-05,0.0548,0.843,123.933,55,Pop
Magic,1980,137000,4,0.911,0.689,1,-6.176,1,0.265,0.00119,0.0,0.0704,0.546,140.034,80,Pop
Mirror Mirror,1986,299560,3,0.598,0.951,0,-5.84,1,0.0469,0.0019,0.00493,0.145,0.7,121.588,13,Metal
Bring It On Home,1961,156866,4,0.827,0.396,9,-11.511,1,0.0388,0.616,0.00533,0.126,0.586,110.997,51,Blues
Another Sad Love Song,1993,244000,4,0.834,0.472,5,-7.777,0,0.0873,0.412,6.76e-05,0.0836,0.517,107.014,59,Pop
Don’t Walk Away,1993,384000,4,0.516,0.448,10,-11.403,0,0.313,0.721,0.0,0.122,0.494,89.682,49,Pop
Straight From The Heart,1983,211000,4,0.587,0.237,0,-18.466,1,0.0272,0.0766,0.0,0.139,0.366,84.764,68,Pop
"Stripped,Raped,And Strangled",1990,206120,4,0.256,0.952,7,-8.631,0,0.103,2.19e-05,0.587,0.135,0.0724,144.481,45,Metal
Warriors - Original Mix,2011,336377,4,0.642,0.845,0,-3.653,0,0.0414,0.0242,0.000962,0.053,0.317,127.017,24,EDM
I Was Made To Love Her,1967,156000,4,0.371,0.613,7,-6.685,0,0.0452,0.0589,0.0,0.0479,0.873,203.732,57,Pop
Armageddon It,1987,322000,4,0.65,0.921,9,-6.014,1,0.0359,0.000798,0.0298,0.134,0.648,119.8,51,Metal
The Next Episode,1999,161506,4,0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295,79,Rap
Your Starter For...,1976,83000,4,0.635,0.609,9,-10.868,0,0.0352,0.11,0.881,0.141,0.638,122.37,22,Rock
Use Ta Be My Girl,1978,240986,4,0.602,0.566,6,-7.677,1,0.0515,0.348,1.13e-06,0.343,0.843,112.478,41,R&B
On My Own - Single Version,1986,283440,4,0.618,0.534,7,-8.229,0,0.0275,0.342,0.000263,0.0745,0.469,92.509,44,R&B
"Gotta get away - Live,Düsseldorf,1989",1989,248333,4,0.173,0.936,2,-6.732,0,0.0432,0.000629,0.00319,0.469,0.604,170.25,1,Punk
I’ve Never Been To Me,1982,257000,4,0.634,0.448,10,-8.468,1,0.0304,0.798,1.39e-06,0.226,0.367,121.933,17,Pop
Dawn Over A New World,2012,312600,4,0.398,0.661,5,-7.172,1,0.0287,0.0206,0.0,0.149,0.244,79.931,35,Metal
Starship,1969,504733,4,0.196,0.692,4,-12.53,1,0.137,0.0871,0.0818,0.669,0.0559,73.18,16,Punk
Nice For What,2018,210746,4,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,76,Rap
Recorda Me,1963,361773,4,0.654,0.444,0,-10.178,1,0.0631,0.954,0.864,0.126,0.624,90.575,36,Jazz
Your Betrayal,2010,291426,4,0.569,0.883,2,-4.41,0,0.0748,8.07e-05,7.74e-05,0.0883,0.373,134.001,66,Metal
Stand and Deliver,1981,215626,4,0.549,0.857,9,-10.156,1,0.0659,0.00542,8.05e-05,0.393,0.63,141.688,44,Punk
All Apologies,1993,233173,4,0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,72,Alt. Rock
Somethin’ Stupid,1967,162000,4,0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356,76,Pop
Make It Real,1980,229000,4,0.587,0.734,10,-8.774,1,0.0602,0.0411,0.00307,0.358,0.697,121.715,35,Metal
Town Called Malice,1982,173320,4,0.542,0.91,7,-8.924,1,0.0873,0.00228,0.00524,0.0686,0.775,101.774,68,Punk
Touhou Riddim - Subtronics Remix,2020,208551,4,0.597,0.988,6,-1.494,1,0.587,0.041,0.0911,0.134,0.317,72.454,39,EDM
Bad Luck (feat. Teddy Pendergrass),1975,386426,4,0.611,0.634,9,-12.988,1,0.1,0.0226,0.0,0.145,0.577,118.986,40,R&B
Only,1993,296306,4,0.474,0.978,11,-5.454,1,0.164,0.00309,0.0,0.421,0.0722,111.217,47,Metal
Shoplifting,1979,95960,4,0.526,0.593,11,-8.907,0,0.297,0.000153,6.64e-05,0.116,0.721,104.12,26,Punk
What The Water Gave Me,2011,333466,4,0.492,0.565,0,-6.445,0,0.0319,0.00933,0.000224,0.114,0.183,124.095,45,Alt. Rock
Samson And Delilah,1962,243600,4,0.712,0.237,7,-13.898,1,0.0567,0.878,0.000601,0.101,0.751,114.302,30,Blues
Help!,1965,178000,4,0.638,0.855,7,-4.86,1,0.0264,0.00757,0.0,0.245,0.731,127.986,95,Pop
Two Steps Behind,1993,256000,4,0.456,0.419,2,-10.594,1,0.0247,0.117,0.0,0.178,0.425,146.148,54,Pop
You Ain't a Killer,1998,254866,4,0.723,0.887,6,-7.076,1,0.393,0.134,0.0,0.112,0.745,90.93,51,Rap
25 Or 6 To 4,1970,289000,4,0.604,0.905,4,-7.059,0,0.0578,0.309,0.0632,0.0837,0.723,147.448,63,Pop
Bacc Seat (feat. Ty Dolla $ign),2020,172320,4,0.783,0.524,1,-6.828,1,0.115,0.0404,0.0,0.087,0.153,144.989,60,Rap
Rocket 2 U,1988,258000,4,0.889,0.651,2,-7.264,0,0.0437,0.0312,0.00909,0.0739,0.967,119.784,35,Pop
Paid In Full,1989,228666,4,0.878,0.851,7,-8.971,1,0.232,0.00228,0.00125,0.0509,0.404,99.014,51,Rap
Where Are All My Friends (feat. Teddy Pendergrass),1973,199480,4,0.604,0.628,7,-11.946,1,0.0746,0.0158,0.0,0.0612,0.69,128.631,32,R&B
All We Got (feat. Kanye West & Chicago Children's Choir),2016,203794,4,0.531,0.544,0,-8.615,0,0.462,0.308,1.89e-06,0.0835,0.398,131.921,57,Rap
Company's Comin',1958,120200,4,0.685,0.682,3,-10.999,1,0.251,0.484,0.000224,0.886,0.969,126.177,0,Country
Blue Sky Action - Above & Beyond Extended Club Mix,2014,400226,4,0.691,0.581,5,-6.563,1,0.0386,0.000701,0.0311,0.0855,0.265,130.014,16,EDM
Whip It,1980,161133,4,0.78,0.869,9,-7.255,1,0.0517,0.0744,0.004,0.0621,0.957,157.902,64,Alt. Rock
Mockingbird,2004,250760,4,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,86,Rap
Ruby (Don't Take Your Love To Town),1969,176706,4,0.669,0.414,0,-11.144,1,0.0298,0.795,0.000442,0.161,0.798,88.011,9,Country
Girlfriend,1988,216000,4,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,75,Pop
Until It Sleeps,1996,269000,4,0.562,0.919,8,-4.458,0,0.0293,0.000223,0.113,0.142,0.728,113.357,58,Rock
Chinese Takeaway,1981,162653,4,0.545,0.948,2,-5.461,0,0.0475,0.066,0.0095,0.105,0.791,104.376,31,Punk
London Dungeon,1981,154400,4,0.344,0.912,0,-11.219,1,0.164,0.109,0.0973,0.19,0.273,170.842,53,Punk
Imagine That,1961,121080,3,0.432,0.177,0,-11.288,1,0.0308,0.962,1.52e-06,0.186,0.372,101.986,27,Country
Laura,1955,461773,4,0.263,0.141,10,-17.687,1,0.0321,0.957,0.85,0.117,0.0513,94.881,14,Jazz
Spectre,2015,230634,4,0.805,0.758,4,-4.819,1,0.0483,0.000875,0.335,0.125,0.423,127.95,53,EDM
"One Bourbon,One Scotch,One Beer",1977,506720,4,0.552,0.643,9,-14.523,1,0.14,0.144,0.0027,0.0878,0.763,136.764,58,Blues
Dead Souls - 2007 Remaster,1980,293693,4,0.484,0.962,5,-5.317,1,0.0585,0.0496,0.668,0.116,0.633,116.795,39,Alt. Rock
Low Down and Dirty - Live,1995,289400,4,0.456,0.961,7,-5.129,1,0.0466,0.00206,0.447,0.139,0.738,128.641,11,Blues
Kiss,1986,226240,4,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,73,R&B
G.O.M.D,2013,301064,4,0.889,0.4,4,-10.586,0,0.26,0.322,1.32e-05,0.331,0.336,128.073,70,Rap
Mama Told Me (Not To Come) - Single Version,1970,198000,4,0.673,0.673,1,-13.941,1,0.0493,0.373,0.0265,0.206,0.825,119.994,60,Rock
Babe,1980,218000,4,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,96,Pop
"Shake Me,Wake Me (When It's Over)",1966,161013,4,0.538,0.614,6,-7.22,0,0.0452,0.183,0.0,0.0962,0.711,130.277,33,R&B
FRIENDS,2018,202620,4,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,75,EDM
Close Friends (Lil Baby & Gunna),2018,203881,4,0.669,0.578,10,-4.669,0,0.374,0.0509,0.0,0.0796,0.7,158.969,70,Rap
Stronger,2008,311866,4,0.617,0.716,1,-7.858,1,0.136,0.0056,0.0,0.408,0.496,104.014,80,Rap
